id_dept,id_commune,nb_inscrits,nb_abs,nb_votants,nb_blancs_nuls,candidat_id,nb_exprimes,cand_voix,cand_orientation
35,1,4388,1422,2966,41,0,2925,26.0,Extrême Gauche
35,1,4388,1422,2966,41,1,2925,36.0,Extrême Gauche
35,1,4388,1422,2966,41,2,2925,68.0,Gauche
35,1,4388,1422,2966,41,3,2925,1062.0,Gauche
35,1,4388,1422,2966,41,4,2925,146.0,Régionalisme
35,1,4388,1422,2966,41,5,2925,21.0,Régionalisme
35,1,4388,1422,2966,41,6,2925,35.0,Divers
35,1,4388,1422,2966,41,7,2925,424.0,Centre
35,1,4388,1422,2966,41,8,2925,1046.0,Droite
35,1,4388,1422,2966,41,9,2925,17.0,Droite
35,1,4388,1422,2966,41,10,2925,44.0,Extrême Droite
35,2,1164,425,739,9,0,730,14.0,Extrême Gauche
35,2,1164,425,739,9,1,730,15.0,Extrême Gauche
35,2,1164,425,739,9,2,730,7.0,Gauche
35,2,1164,425,739,9,3,730,177.0,Gauche
35,2,1164,425,739,9,4,730,23.0,Régionalisme
35,2,1164,425,739,9,5,730,12.0,Régionalisme
35,2,1164,425,739,9,6,730,4.0,Divers
35,2,1164,425,739,9,7,730,80.0,Centre
35,2,1164,425,739,9,8,730,374.0,Droite
35,2,1164,425,739,9,9,730,10.0,Droite
35,2,1164,425,739,9,10,730,14.0,Extrême Droite
35,3,464,143,321,8,0,313,6.0,Extrême Gauche
35,3,464,143,321,8,1,313,0.0,Extrême Gauche
35,3,464,143,321,8,2,313,7.0,Extrême Gauche
35,3,464,143,321,8,3,313,8.0,Gauche
35,3,464,143,321,8,4,313,111.0,Gauche
35,3,464,143,321,8,5,313,18.0,Écologie
35,3,464,143,321,8,6,313,4.0,Divers
35,3,464,143,321,8,7,313,1.0,Divers
35,3,464,143,321,8,8,313,17.0,Centre
35,3,464,143,321,8,9,313,134.0,Droite
35,3,464,143,321,8,10,313,3.0,Droite
35,3,464,143,321,8,11,313,0.0,Droite
35,3,464,143,321,8,12,313,4.0,Extrême Droite
35,4,1022,408,614,15,0,599,9.0,Extrême Gauche
35,4,1022,408,614,15,1,599,27.0,Extrême Gauche
35,4,1022,408,614,15,2,599,15.0,Gauche
35,4,1022,408,614,15,3,599,72.0,Gauche
35,4,1022,408,614,15,4,599,80.0,Écologie
35,4,1022,408,614,15,5,599,4.0,Écologie
35,4,1022,408,614,15,6,599,7.0,Divers
35,4,1022,408,614,15,7,599,83.0,Centre
35,4,1022,408,614,15,8,599,272.0,Droite
35,4,1022,408,614,15,9,599,6.0,Droite
35,4,1022,408,614,15,10,599,10.0,Droite
35,4,1022,408,614,15,11,599,14.0,Extrême Droite
35,5,180,70,110,2,0,108,2.0,Extrême Gauche
35,5,180,70,110,2,1,108,0.0,Extrême Gauche
35,5,180,70,110,2,2,108,0.0,Gauche
35,5,180,70,110,2,3,108,8.0,Gauche
35,5,180,70,110,2,4,108,1.0,Régionalisme
35,5,180,70,110,2,5,108,2.0,Régionalisme
35,5,180,70,110,2,6,108,4.0,Divers
35,5,180,70,110,2,7,108,18.0,Centre
35,5,180,70,110,2,8,108,70.0,Droite
35,5,180,70,110,2,9,108,1.0,Droite
35,5,180,70,110,2,10,108,2.0,Extrême Droite
35,6,3057,1088,1969,36,0,1933,13.0,Extrême Gauche
35,6,3057,1088,1969,36,1,1933,14.0,Extrême Gauche
35,6,3057,1088,1969,36,2,1933,10.0,Gauche
35,6,3057,1088,1969,36,3,1933,307.0,Gauche
35,6,3057,1088,1969,36,4,1933,71.0,Régionalisme
35,6,3057,1088,1969,36,5,1933,13.0,Régionalisme
35,6,3057,1088,1969,36,6,1933,22.0,Divers
35,6,3057,1088,1969,36,7,1933,294.0,Centre
35,6,3057,1088,1969,36,8,1933,1140.0,Droite
35,6,3057,1088,1969,36,9,1933,23.0,Droite
35,6,3057,1088,1969,36,10,1933,26.0,Extrême Droite
35,7,236,62,174,4,0,170,3.0,Extrême Gauche
35,7,236,62,174,4,1,170,0.0,Extrême Gauche
35,7,236,62,174,4,2,170,11.0,Extrême Gauche
35,7,236,62,174,4,3,170,6.0,Gauche
35,7,236,62,174,4,4,170,60.0,Gauche
35,7,236,62,174,4,5,170,4.0,Écologie
35,7,236,62,174,4,6,170,1.0,Divers
35,7,236,62,174,4,7,170,2.0,Divers
35,7,236,62,174,4,8,170,15.0,Centre
35,7,236,62,174,4,9,170,58.0,Droite
35,7,236,62,174,4,10,170,2.0,Droite
35,7,236,62,174,4,11,170,0.0,Droite
35,7,236,62,174,4,12,170,8.0,Extrême Droite
35,8,399,171,228,9,0,219,8.0,Extrême Gauche
35,8,399,171,228,9,1,219,1.0,Extrême Gauche
35,8,399,171,228,9,2,219,0.0,Gauche
35,8,399,171,228,9,3,219,36.0,Gauche
35,8,399,171,228,9,4,219,6.0,Régionalisme
35,8,399,171,228,9,5,219,0.0,Régionalisme
35,8,399,171,228,9,6,219,2.0,Divers
35,8,399,171,228,9,7,219,22.0,Centre
35,8,399,171,228,9,8,219,136.0,Droite
35,8,399,171,228,9,9,219,3.0,Droite
35,8,399,171,228,9,10,219,5.0,Extrême Droite
35,9,1135,430,705,13,0,692,1.0,Extrême Gauche
35,9,1135,430,705,13,1,692,5.0,Extrême Gauche
35,9,1135,430,705,13,2,692,17.0,Extrême Gauche
35,9,1135,430,705,13,3,692,17.0,Gauche
35,9,1135,430,705,13,4,692,170.0,Gauche
35,9,1135,430,705,13,5,692,23.0,Régionalisme
35,9,1135,430,705,13,6,692,8.0,Droite
35,9,1135,430,705,13,7,692,4.0,Divers
35,9,1135,430,705,13,8,692,84.0,Centre
35,9,1135,430,705,13,9,692,350.0,Droite
35,9,1135,430,705,13,10,692,4.0,Droite
35,9,1135,430,705,13,11,692,8.0,Extrême Droite
35,9,1135,430,705,13,12,692,1.0,Extrême Droite
35,10,847,295,552,13,0,539,5.0,Extrême Gauche
35,10,847,295,552,13,1,539,6.0,Extrême Gauche
35,10,847,295,552,13,2,539,13.0,Extrême Gauche
35,10,847,295,552,13,3,539,13.0,Gauche
35,10,847,295,552,13,4,539,198.0,Gauche
35,10,847,295,552,13,5,539,12.0,Régionalisme
35,10,847,295,552,13,6,539,19.0,Droite
35,10,847,295,552,13,7,539,1.0,Divers
35,10,847,295,552,13,8,539,29.0,Centre
35,10,847,295,552,13,9,539,226.0,Droite
35,10,847,295,552,13,10,539,7.0,Droite
35,10,847,295,552,13,11,539,6.0,Extrême Droite
35,10,847,295,552,13,12,539,4.0,Extrême Droite
35,11,240,89,151,5,0,146,1.0,Extrême Gauche
35,11,240,89,151,5,1,146,7.0,Extrême Gauche
35,11,240,89,151,5,2,146,9.0,Gauche
35,11,240,89,151,5,3,146,38.0,Gauche
35,11,240,89,151,5,4,146,13.0,Écologie
35,11,240,89,151,5,5,146,2.0,Écologie
35,11,240,89,151,5,6,146,0.0,Divers
35,11,240,89,151,5,7,146,19.0,Centre
35,11,240,89,151,5,8,146,51.0,Droite
35,11,240,89,151,5,9,146,1.0,Droite
35,11,240,89,151,5,10,146,2.0,Droite
35,11,240,89,151,5,11,146,3.0,Extrême Droite
35,12,4772,2088,2684,61,0,2623,23.0,Extrême Gauche
35,12,4772,2088,2684,61,1,2623,82.0,Extrême Gauche
35,12,4772,2088,2684,61,2,2623,30.0,Gauche
35,12,4772,2088,2684,61,3,2623,703.0,Gauche
35,12,4772,2088,2684,61,4,2623,50.0,Gauche
35,12,4772,2088,2684,61,5,2623,110.0,Écologie
35,12,4772,2088,2684,61,6,2623,20.0,Régionalisme
35,12,4772,2088,2684,61,7,2623,28.0,Droite
35,12,4772,2088,2684,61,8,2623,22.0,Divers
35,12,4772,2088,2684,61,9,2623,329.0,Centre
35,12,4772,2088,2684,61,10,2623,1106.0,Droite
35,12,4772,2088,2684,61,11,2623,41.0,Droite
35,12,4772,2088,2684,61,12,2623,79.0,Extrême Droite
35,13,2589,980,1609,27,0,1582,8.0,Extrême Gauche
35,13,2589,980,1609,27,1,1582,35.0,Extrême Gauche
35,13,2589,980,1609,27,2,1582,14.0,Gauche
35,13,2589,980,1609,27,3,1582,544.0,Gauche
35,13,2589,980,1609,27,4,1582,14.0,Gauche
35,13,2589,980,1609,27,5,1582,37.0,Écologie
35,13,2589,980,1609,27,6,1582,35.0,Régionalisme
35,13,2589,980,1609,27,7,1582,14.0,Droite
35,13,2589,980,1609,27,8,1582,16.0,Divers
35,13,2589,980,1609,27,9,1582,234.0,Centre
35,13,2589,980,1609,27,10,1582,592.0,Droite
35,13,2589,980,1609,27,11,1582,16.0,Droite
35,13,2589,980,1609,27,12,1582,23.0,Extrême Droite
35,14,1486,601,885,6,0,879,21.0,Extrême Gauche
35,14,1486,601,885,6,1,879,2.0,Extrême Gauche
35,14,1486,601,885,6,2,879,5.0,Gauche
35,14,1486,601,885,6,3,879,98.0,Gauche
35,14,1486,601,885,6,4,879,16.0,Régionalisme
35,14,1486,601,885,6,5,879,7.0,Régionalisme
35,14,1486,601,885,6,6,879,7.0,Divers
35,14,1486,601,885,6,7,879,72.0,Centre
35,14,1486,601,885,6,8,879,624.0,Droite
35,14,1486,601,885,6,9,879,8.0,Droite
35,14,1486,601,885,6,10,879,19.0,Extrême Droite
35,15,1590,616,974,15,0,959,8.0,Extrême Gauche
35,15,1590,616,974,15,1,959,6.0,Extrême Gauche
35,15,1590,616,974,15,2,959,12.0,Gauche
35,15,1590,616,974,15,3,959,76.0,Gauche
35,15,1590,616,974,15,4,959,35.0,Régionalisme
35,15,1590,616,974,15,5,959,10.0,Régionalisme
35,15,1590,616,974,15,6,959,6.0,Divers
35,15,1590,616,974,15,7,959,121.0,Centre
35,15,1590,616,974,15,8,959,670.0,Droite
35,15,1590,616,974,15,9,959,8.0,Droite
35,15,1590,616,974,15,10,959,7.0,Extrême Droite
35,16,1306,495,811,22,0,789,11.0,Extrême Gauche
35,16,1306,495,811,22,1,789,29.0,Extrême Gauche
35,16,1306,495,811,22,2,789,10.0,Gauche
35,16,1306,495,811,22,3,789,212.0,Gauche
35,16,1306,495,811,22,4,789,18.0,Gauche
35,16,1306,495,811,22,5,789,27.0,Écologie
35,16,1306,495,811,22,6,789,5.0,Régionalisme
35,16,1306,495,811,22,7,789,28.0,Droite
35,16,1306,495,811,22,8,789,11.0,Divers
35,16,1306,495,811,22,9,789,75.0,Centre
35,16,1306,495,811,22,10,789,289.0,Droite
35,16,1306,495,811,22,11,789,13.0,Droite
35,16,1306,495,811,22,12,789,61.0,Extrême Droite
35,17,431,167,264,7,0,257,2.0,Extrême Gauche
35,17,431,167,264,7,1,257,1.0,Extrême Gauche
35,17,431,167,264,7,2,257,13.0,Extrême Gauche
35,17,431,167,264,7,3,257,2.0,Gauche
35,17,431,167,264,7,4,257,100.0,Gauche
35,17,431,167,264,7,5,257,14.0,Écologie
35,17,431,167,264,7,6,257,2.0,Divers
35,17,431,167,264,7,7,257,0.0,Divers
35,17,431,167,264,7,8,257,15.0,Centre
35,17,431,167,264,7,9,257,99.0,Droite
35,17,431,167,264,7,10,257,2.0,Droite
35,17,431,167,264,7,11,257,1.0,Droite
35,17,431,167,264,7,12,257,6.0,Extrême Droite
35,18,799,283,516,14,0,502,4.0,Extrême Gauche
35,18,799,283,516,14,1,502,9.0,Extrême Gauche
35,18,799,283,516,14,2,502,9.0,Gauche
35,18,799,283,516,14,3,502,10.0,Gauche
35,18,799,283,516,14,4,502,43.0,Écologie
35,18,799,283,516,14,5,502,2.0,Écologie
35,18,799,283,516,14,6,502,5.0,Divers
35,18,799,283,516,14,7,502,130.0,Centre
35,18,799,283,516,14,8,502,273.0,Droite
35,18,799,283,516,14,9,502,1.0,Droite
35,18,799,283,516,14,10,502,3.0,Droite
35,18,799,283,516,14,11,502,13.0,Extrême Droite
35,19,1439,480,959,42,0,917,16.0,Extrême Gauche
35,19,1439,480,959,42,1,917,27.0,Extrême Gauche
35,19,1439,480,959,42,2,917,19.0,Gauche
35,19,1439,480,959,42,3,917,129.0,Gauche
35,19,1439,480,959,42,4,917,131.0,Écologie
35,19,1439,480,959,42,5,917,11.0,Écologie
35,19,1439,480,959,42,6,917,6.0,Divers
35,19,1439,480,959,42,7,917,125.0,Centre
35,19,1439,480,959,42,8,917,416.0,Droite
35,19,1439,480,959,42,9,917,10.0,Droite
35,19,1439,480,959,42,10,917,7.0,Droite
35,19,1439,480,959,42,11,917,20.0,Extrême Droite
35,21,941,305,636,14,0,622,11.0,Extrême Gauche
35,21,941,305,636,14,1,622,9.0,Extrême Gauche
35,21,941,305,636,14,2,622,20.0,Gauche
35,21,941,305,636,14,3,622,35.0,Gauche
35,21,941,305,636,14,4,622,115.0,Écologie
35,21,941,305,636,14,5,622,8.0,Écologie
35,21,941,305,636,14,6,622,2.0,Divers
35,21,941,305,636,14,7,622,138.0,Centre
35,21,941,305,636,14,8,622,258.0,Droite
35,21,941,305,636,14,9,622,6.0,Droite
35,21,941,305,636,14,10,622,5.0,Droite
35,21,941,305,636,14,11,622,15.0,Extrême Droite
35,22,466,156,310,6,0,304,3.0,Extrême Gauche
35,22,466,156,310,6,1,304,0.0,Extrême Gauche
35,22,466,156,310,6,2,304,10.0,Extrême Gauche
35,22,466,156,310,6,3,304,3.0,Gauche
35,22,466,156,310,6,4,304,36.0,Gauche
35,22,466,156,310,6,5,304,53.0,Gauche
35,22,466,156,310,6,6,304,25.0,Écologie
35,22,466,156,310,6,7,304,2.0,Écologie
35,22,466,156,310,6,8,304,6.0,Divers
35,22,466,156,310,6,9,304,19.0,Centre
35,22,466,156,310,6,10,304,129.0,Droite
35,22,466,156,310,6,11,304,12.0,Droite
35,22,466,156,310,6,12,304,6.0,Extrême Droite
35,23,2850,1071,1779,36,0,1743,22.0,Extrême Gauche
35,23,2850,1071,1779,36,1,1743,7.0,Extrême Gauche
35,23,2850,1071,1779,36,2,1743,40.0,Extrême Gauche
35,23,2850,1071,1779,36,3,1743,16.0,Gauche
35,23,2850,1071,1779,36,4,1743,215.0,Gauche
35,23,2850,1071,1779,36,5,1743,395.0,Gauche
35,23,2850,1071,1779,36,6,1743,66.0,Écologie
35,23,2850,1071,1779,36,7,1743,18.0,Écologie
35,23,2850,1071,1779,36,8,1743,10.0,Divers
35,23,2850,1071,1779,36,9,1743,132.0,Centre
35,23,2850,1071,1779,36,10,1743,776.0,Droite
35,23,2850,1071,1779,36,11,1743,17.0,Droite
35,23,2850,1071,1779,36,12,1743,29.0,Extrême Droite
35,24,7189,2283,4906,44,0,4862,31.0,Extrême Gauche
35,24,7189,2283,4906,44,1,4862,7.0,Extrême Gauche
35,24,7189,2283,4906,44,2,4862,145.0,Extrême Gauche
35,24,7189,2283,4906,44,3,4862,69.0,Gauche
35,24,7189,2283,4906,44,4,4862,2127.0,Gauche
35,24,7189,2283,4906,44,5,4862,238.0,Écologie
35,24,7189,2283,4906,44,6,4862,56.0,Divers
35,24,7189,2283,4906,44,7,4862,4.0,Divers
