id_dept,id_commune,nom_commune,nb_inscrits,nb_exprimes,nb_abs,nb_votants,nb_blancs_nuls,candidat_id,cand_voix,cand_orientation,années,type_election
35,1,Acigné,4388,2925,1422,2966,41,0,26.0,Extrême Gauche,2007,présidentielle
35,1,Acigné,4388,2925,1422,2966,41,1,36.0,Extrême Gauche,2007,présidentielle
35,1,Acigné,4388,2925,1422,2966,41,2,68.0,Gauche,2007,présidentielle
35,1,Acigné,4388,2925,1422,2966,41,3,1062.0,Gauche,2007,présidentielle
35,1,Acigné,4388,2925,1422,2966,41,4,146.0,Régionalisme,2007,présidentielle
35,1,Acigné,4388,2925,1422,2966,41,5,21.0,Régionalisme,2007,présidentielle
35,1,Acigné,4388,2925,1422,2966,41,6,35.0,Divers,2007,présidentielle
35,1,Acigné,4388,2925,1422,2966,41,7,424.0,Centre,2007,présidentielle
35,1,Acigné,4388,2925,1422,2966,41,8,1046.0,Droite,2007,présidentielle
35,1,Acigné,4388,2925,1422,2966,41,9,17.0,Droite,2007,présidentielle
35,1,Acigné,4388,2925,1422,2966,41,10,44.0,Extrême Droite,2007,présidentielle
35,2,Amanlis,1164,730,425,739,9,0,14.0,Extrême Gauche,2007,présidentielle
35,2,Amanlis,1164,730,425,739,9,1,15.0,Extrême Gauche,2007,présidentielle
35,2,Amanlis,1164,730,425,739,9,2,7.0,Gauche,2007,présidentielle
35,2,Amanlis,1164,730,425,739,9,3,177.0,Gauche,2007,présidentielle
35,2,Amanlis,1164,730,425,739,9,4,23.0,Régionalisme,2007,présidentielle
35,2,Amanlis,1164,730,425,739,9,5,12.0,Régionalisme,2007,présidentielle
35,2,Amanlis,1164,730,425,739,9,6,4.0,Divers,2007,présidentielle
35,2,Amanlis,1164,730,425,739,9,7,80.0,Centre,2007,présidentielle
35,2,Amanlis,1164,730,425,739,9,8,374.0,Droite,2007,présidentielle
35,2,Amanlis,1164,730,425,739,9,9,10.0,Droite,2007,présidentielle
35,2,Amanlis,1164,730,425,739,9,10,14.0,Extrême Droite,2007,présidentielle
35,3,Andouillé-Neuville,464,313,143,321,8,0,6.0,Extrême Gauche,2007,présidentielle
35,3,Andouillé-Neuville,464,313,143,321,8,1,0.0,Extrême Gauche,2007,présidentielle
35,3,Andouillé-Neuville,464,313,143,321,8,2,7.0,Extrême Gauche,2007,présidentielle
35,3,Andouillé-Neuville,464,313,143,321,8,3,8.0,Gauche,2007,présidentielle
35,3,Andouillé-Neuville,464,313,143,321,8,4,111.0,Gauche,2007,présidentielle
35,3,Andouillé-Neuville,464,313,143,321,8,5,18.0,Écologie,2007,présidentielle
35,3,Andouillé-Neuville,464,313,143,321,8,6,4.0,Divers,2007,présidentielle
35,3,Andouillé-Neuville,464,313,143,321,8,7,1.0,Divers,2007,présidentielle
35,3,Andouillé-Neuville,464,313,143,321,8,8,17.0,Centre,2007,présidentielle
35,3,Andouillé-Neuville,464,313,143,321,8,9,134.0,Droite,2007,présidentielle
35,3,Andouillé-Neuville,464,313,143,321,8,10,3.0,Droite,2007,présidentielle
35,3,Andouillé-Neuville,464,313,143,321,8,11,0.0,Droite,2007,présidentielle
35,3,Andouillé-Neuville,464,313,143,321,8,12,4.0,Extrême Droite,2007,présidentielle
35,4,Antrain,1022,599,408,614,15,0,9.0,Extrême Gauche,2007,présidentielle
35,4,Antrain,1022,599,408,614,15,1,27.0,Extrême Gauche,2007,présidentielle
35,4,Antrain,1022,599,408,614,15,2,15.0,Gauche,2007,présidentielle
35,4,Antrain,1022,599,408,614,15,3,72.0,Gauche,2007,présidentielle
35,4,Antrain,1022,599,408,614,15,4,80.0,Écologie,2007,présidentielle
35,4,Antrain,1022,599,408,614,15,5,4.0,Écologie,2007,présidentielle
35,4,Antrain,1022,599,408,614,15,6,7.0,Divers,2007,présidentielle
35,4,Antrain,1022,599,408,614,15,7,83.0,Centre,2007,présidentielle
35,4,Antrain,1022,599,408,614,15,8,272.0,Droite,2007,présidentielle
35,4,Antrain,1022,599,408,614,15,9,6.0,Droite,2007,présidentielle
35,4,Antrain,1022,599,408,614,15,10,10.0,Droite,2007,présidentielle
35,4,Antrain,1022,599,408,614,15,11,14.0,Extrême Droite,2007,présidentielle
35,5,Arbrissel,180,108,70,110,2,0,2.0,Extrême Gauche,2007,présidentielle
35,5,Arbrissel,180,108,70,110,2,1,0.0,Extrême Gauche,2007,présidentielle
35,5,Arbrissel,180,108,70,110,2,2,0.0,Gauche,2007,présidentielle
35,5,Arbrissel,180,108,70,110,2,3,8.0,Gauche,2007,présidentielle
35,5,Arbrissel,180,108,70,110,2,4,1.0,Régionalisme,2007,présidentielle
35,5,Arbrissel,180,108,70,110,2,5,2.0,Régionalisme,2007,présidentielle
35,5,Arbrissel,180,108,70,110,2,6,4.0,Divers,2007,présidentielle
35,5,Arbrissel,180,108,70,110,2,7,18.0,Centre,2007,présidentielle
35,5,Arbrissel,180,108,70,110,2,8,70.0,Droite,2007,présidentielle
35,5,Arbrissel,180,108,70,110,2,9,1.0,Droite,2007,présidentielle
35,5,Arbrissel,180,108,70,110,2,10,2.0,Extrême Droite,2007,présidentielle
35,6,Argentré-du-Plessis,3057,1933,1088,1969,36,0,13.0,Extrême Gauche,2007,présidentielle
35,6,Argentré-du-Plessis,3057,1933,1088,1969,36,1,14.0,Extrême Gauche,2007,présidentielle
35,6,Argentré-du-Plessis,3057,1933,1088,1969,36,2,10.0,Gauche,2007,présidentielle
35,6,Argentré-du-Plessis,3057,1933,1088,1969,36,3,307.0,Gauche,2007,présidentielle
35,6,Argentré-du-Plessis,3057,1933,1088,1969,36,4,71.0,Régionalisme,2007,présidentielle
35,6,Argentré-du-Plessis,3057,1933,1088,1969,36,5,13.0,Régionalisme,2007,présidentielle
35,6,Argentré-du-Plessis,3057,1933,1088,1969,36,6,22.0,Divers,2007,présidentielle
35,6,Argentré-du-Plessis,3057,1933,1088,1969,36,7,294.0,Centre,2007,présidentielle
35,6,Argentré-du-Plessis,3057,1933,1088,1969,36,8,1140.0,Droite,2007,présidentielle
35,6,Argentré-du-Plessis,3057,1933,1088,1969,36,9,23.0,Droite,2007,présidentielle
35,6,Argentré-du-Plessis,3057,1933,1088,1969,36,10,26.0,Extrême Droite,2007,présidentielle
35,7,Aubigné,236,170,62,174,4,0,3.0,Extrême Gauche,2007,présidentielle
35,7,Aubigné,236,170,62,174,4,1,0.0,Extrême Gauche,2007,présidentielle
35,7,Aubigné,236,170,62,174,4,2,11.0,Extrême Gauche,2007,présidentielle
35,7,Aubigné,236,170,62,174,4,3,6.0,Gauche,2007,présidentielle
35,7,Aubigné,236,170,62,174,4,4,60.0,Gauche,2007,présidentielle
35,7,Aubigné,236,170,62,174,4,5,4.0,Écologie,2007,présidentielle
35,7,Aubigné,236,170,62,174,4,6,1.0,Divers,2007,présidentielle
35,7,Aubigné,236,170,62,174,4,7,2.0,Divers,2007,présidentielle
35,7,Aubigné,236,170,62,174,4,8,15.0,Centre,2007,présidentielle
35,7,Aubigné,236,170,62,174,4,9,58.0,Droite,2007,présidentielle
35,7,Aubigné,236,170,62,174,4,10,2.0,Droite,2007,présidentielle
35,7,Aubigné,236,170,62,174,4,11,0.0,Droite,2007,présidentielle
35,7,Aubigné,236,170,62,174,4,12,8.0,Extrême Droite,2007,présidentielle
35,8,Availles-sur-Seiche,399,219,171,228,9,0,8.0,Extrême Gauche,2007,présidentielle
35,8,Availles-sur-Seiche,399,219,171,228,9,1,1.0,Extrême Gauche,2007,présidentielle
35,8,Availles-sur-Seiche,399,219,171,228,9,2,0.0,Gauche,2007,présidentielle
35,8,Availles-sur-Seiche,399,219,171,228,9,3,36.0,Gauche,2007,présidentielle
35,8,Availles-sur-Seiche,399,219,171,228,9,4,6.0,Régionalisme,2007,présidentielle
35,8,Availles-sur-Seiche,399,219,171,228,9,5,0.0,Régionalisme,2007,présidentielle
