id_fait,code_commune,libelle_commune,population,densite,est_rennes_metro,annee,periode,type_scrutin,tour,inscrits,tx_abstention,tx_participation,pct_drt,pct_gch,pct_ctr,pct_exg,pct_exd,med_niveau_vie,tx_pauvrete,gini,ratio_d9_d1,taux_delinq_mille,nb_assoc_pour_1000,target_bloc,target_bloc_num
2919,35095,Dol-de-Bretagne,,,t,2007,avant_2010,PRESIDENTIELLE,1,3583,16.75,83.25,32.45,27.52,19.67,8.02,9.38,,,,,,,DRT,0
2920,35095,Dol-de-Bretagne,,,t,2012,2010_2020,PRESIDENTIELLE,1,3913,19.83,80.17,26.91,30.11,11.05,12.45,16.85,,,,,,,GCH,1
2921,35095,Dol-de-Bretagne,,,t,2017,2010_2020,PRESIDENTIELLE,1,4150,22.19,77.81,19.29,7.77,28.55,19.10,25.13,,,,,,,CTR,2
2922,35095,Dol-de-Bretagne,,,t,2017,2010_2020,PRESIDENTIELLE,2,4150,25.83,74.17,0.00,0.00,70.34,0.00,29.66,,,,,,,CTR,2
2923,35095,Dol-de-Bretagne,,,t,2022,post_2020,PRESIDENTIELLE,1,4406,27.76,72.24,4.80,6.79,37.24,22.88,28.29,21700.00,,0.375,2.800,,28.52,CTR,2
2924,35095,Dol-de-Bretagne,,,t,2022,post_2020,PRESIDENTIELLE,2,4402,28.24,71.76,0.00,0.00,63.73,0.00,36.27,21700.00,,0.375,2.800,,28.52,CTR,2
2925,35096,Domagné,,,t,2002,avant_2010,PRESIDENTIELLE,2,1319,14.56,85.44,90.59,0.00,0.00,0.00,9.41,,,,,,,DRT,0
2926,35096,Domagné,,,t,2007,avant_2010,PRESIDENTIELLE,1,1425,9.96,90.04,34.62,19.16,26.10,7.57,9.07,,,,,,,DRT,0
2927,35096,Domagné,,,t,2012,2010_2020,PRESIDENTIELLE,1,1572,13.36,86.64,30.65,24.32,14.61,12.27,14.46,,,,,,,DRT,0
2928,35096,Domagné,,,t,2017,2010_2020,PRESIDENTIELLE,1,1609,11.68,88.32,17.17,6.38,33.91,20.51,22.03,,,,,,,CTR,2
2929,35096,Domagné,,,t,2017,2010_2020,PRESIDENTIELLE,2,1611,17.38,82.62,0.00,0.00,74.45,0.00,25.55,,,,,,,CTR,2
2930,35096,Domagné,,,t,2022,post_2020,PRESIDENTIELLE,1,1729,15.96,84.04,4.02,8.10,40.03,21.49,26.36,23760.00,,0.192,2.200,,24.60,CTR,2
2931,35096,Domagné,,,t,2022,post_2020,PRESIDENTIELLE,2,1730,17.51,82.49,0.00,0.00,68.02,0.00,31.98,23760.00,,0.192,2.200,,24.60,CTR,2
2932,35097,Domalain,,,f,2002,avant_2010,PRESIDENTIELLE,2,1124,14.15,85.85,88.88,0.00,0.00,0.00,11.12,,,,,,,DRT,0
2933,35097,Domalain,,,f,2007,avant_2010,PRESIDENTIELLE,1,1242,10.14,89.86,40.18,13.15,27.12,6.76,11.14,,,,,,,DRT,0
2934,35097,Domalain,,,f,2012,2010_2020,PRESIDENTIELLE,1,1267,10.89,89.11,37.10,18.96,14.68,8.48,19.51,,,,,,,DRT,0
2935,35097,Domalain,,,f,2017,2010_2020,PRESIDENTIELLE,1,1324,13.07,86.93,22.84,5.40,22.66,16.37,32.64,,,,,,,EXD,4
2936,35097,Domalain,,,f,2017,2010_2020,PRESIDENTIELLE,2,1324,18.58,81.42,0.00,0.00,63.62,0.00,36.38,,,,,,,CTR,2
2937,35097,Domalain,,,f,2022,post_2020,PRESIDENTIELLE,1,1411,21.69,78.31,4.31,6.19,39.83,17.06,32.61,22980.00,,,,,17.56,CTR,2
2938,35097,Domalain,,,f,2022,post_2020,PRESIDENTIELLE,2,1411,22.47,77.53,0.00,0.00,60.56,0.00,39.44,22980.00,,,,,17.56,CTR,2
2939,35098,Dominelais,,,f,2002,avant_2010,PRESIDENTIELLE,2,773,18.37,81.63,84.56,0.00,0.00,0.00,15.44,,,,,,,DRT,0
2940,35098,Dominelais,,,f,2007,avant_2010,PRESIDENTIELLE,1,829,13.03,86.97,32.12,20.48,23.28,7.43,14.87,,,,,,,DRT,0
2941,35098,Dominelais,,,f,2012,2010_2020,PRESIDENTIELLE,1,878,11.16,88.84,23.67,27.44,12.22,12.61,22.50,,,,,,,GCH,1
2942,35098,Dominelais,,,f,2017,2010_2020,PRESIDENTIELLE,1,894,11.74,88.26,20.96,5.86,22.40,19.27,31.12,,,,,,,EXD,4
2943,35098,Dominelais,,,f,2017,2010_2020,PRESIDENTIELLE,2,894,17.56,82.44,0.00,0.00,63.13,0.00,36.87,,,,,,,CTR,2
2944,35098,Dominelais,,,f,2022,post_2020,PRESIDENTIELLE,1,947,18.80,81.20,6.04,5.37,34.63,18.39,35.57,22440.00,,,,,19.80,EXD,4
2945,35098,Dominelais,,,f,2022,post_2020,PRESIDENTIELLE,2,947,21.65,78.35,0.00,0.00,55.07,0.00,44.93,22440.00,,,,,19.80,CTR,2
2946,35099,Domloup,,,f,2002,avant_2010,PRESIDENTIELLE,2,1592,13.19,86.81,92.53,0.00,0.00,0.00,7.47,,,,,,,DRT,0
2947,35099,Domloup,,,f,2007,avant_2010,PRESIDENTIELLE,1,1869,7.22,92.78,27.89,31.32,25.16,6.16,6.68,,,,,,,GCH,1
2948,35099,Domloup,,,f,2012,2010_2020,PRESIDENTIELLE,1,1988,10.46,89.54,25.27,32.19,13.78,12.12,13.61,,,,,,,GCH,1
2949,35099,Domloup,,,f,2017,2010_2020,PRESIDENTIELLE,1,2421,10.45,89.55,16.09,8.80,33.22,23.33,18.46,,,,,,,CTR,2
2950,35099,Domloup,,,f,2017,2010_2020,PRESIDENTIELLE,2,2421,15.61,84.39,0.00,0.00,80.23,0.00,19.77,,,,,,,CTR,2
2951,35099,Domloup,,,f,2022,post_2020,PRESIDENTIELLE,1,2734,16.57,83.43,3.90,10.32,39.43,25.12,21.22,26730.00,,0.193,2.300,,18.23,CTR,2
2952,35099,Domloup,,,f,2022,post_2020,PRESIDENTIELLE,2,2734,17.26,82.74,0.00,0.00,73.25,0.00,26.75,26730.00,,0.193,2.300,,18.23,CTR,2
2953,35101,Dourdain,,,f,2002,avant_2010,PRESIDENTIELLE,2,483,11.18,88.82,87.24,0.00,0.00,0.00,12.76,,,,,,,DRT,0
2954,35101,Dourdain,,,f,2007,avant_2010,PRESIDENTIELLE,1,646,9.60,90.40,26.83,26.31,20.73,11.67,11.15,,,,,,,DRT,0
2955,35101,Dourdain,,,f,2012,2010_2020,PRESIDENTIELLE,1,663,9.05,90.95,18.57,28.28,11.75,16.18,22.32,,,,,,,GCH,1
2956,35101,Dourdain,,,f,2017,2010_2020,PRESIDENTIELLE,1,725,10.90,89.10,10.34,11.66,26.60,18.23,33.17,,,,,,,EXD,4
2957,35101,Dourdain,,,f,2017,2010_2020,PRESIDENTIELLE,2,725,16.00,84.00,0.00,0.00,64.49,0.00,35.51,,,,,,,CTR,2
2958,35101,Dourdain,,,f,2022,post_2020,PRESIDENTIELLE,1,857,16.69,83.31,3.19,7.54,29.13,23.48,36.67,23050.00,,,,,17.96,EXD,4
2959,35101,Dourdain,,,f,2022,post_2020,PRESIDENTIELLE,2,857,16.92,83.08,0.00,0.00,56.06,0.00,43.94,23050.00,,,,,17.96,CTR,2
2960,35102,Drouges,,,f,2002,avant_2010,PRESIDENTIELLE,2,321,18.69,81.31,89.16,0.00,0.00,0.00,10.84,,,,,,,DRT,0
2961,35102,Drouges,,,f,2007,avant_2010,PRESIDENTIELLE,1,328,12.80,87.20,51.24,14.49,17.31,4.24,9.54,,,,,,,DRT,0
2962,35102,Drouges,,,f,2012,2010_2020,PRESIDENTIELLE,1,364,13.46,86.54,42.16,17.65,9.80,8.50,17.97,,,,,,,DRT,0
2963,35102,Drouges,,,f,2017,2010_2020,PRESIDENTIELLE,1,375,11.73,88.27,31.76,3.46,22.64,16.04,26.10,,,,,,,DRT,0
2964,35102,Drouges,,,f,2017,2010_2020,PRESIDENTIELLE,2,375,20.53,79.47,0.00,0.00,65.06,0.00,34.94,,,,,,,CTR,2
2965,35102,Drouges,,,f,2022,post_2020,PRESIDENTIELLE,1,399,17.79,82.21,4.43,5.70,42.72,16.46,30.70,21080.00,,,,,15.90,CTR,2
2966,35102,Drouges,,,f,2022,post_2020,PRESIDENTIELLE,2,399,24.31,75.69,0.00,0.00,62.54,0.00,37.46,21080.00,,,,,15.90,CTR,2
2967,35103,Eancé,,,f,2002,avant_2010,PRESIDENTIELLE,2,241,22.41,77.59,89.07,0.00,0.00,0.00,10.93,,,,,,,DRT,0
2968,35103,Eancé,,,f,2007,avant_2010,PRESIDENTIELLE,1,264,6.44,93.56,45.31,13.88,26.12,4.49,8.98,,,,,,,DRT,0
2969,35103,Eancé,,,f,2012,2010_2020,PRESIDENTIELLE,1,288,9.72,90.28,33.46,15.35,22.44,9.06,15.35,,,,,,,DRT,0
2970,35103,Eancé,,,f,2017,2010_2020,PRESIDENTIELLE,1,283,13.07,86.93,30.86,7.00,19.75,18.11,22.63,,,,,,,DRT,0
2971,35103,Eancé,,,f,2017,2010_2020,PRESIDENTIELLE,2,283,18.37,81.63,0.00,0.00,70.71,0.00,29.29,,,,,,,CTR,2
2972,35103,Eancé,,,f,2022,post_2020,PRESIDENTIELLE,1,268,14.55,85.45,7.05,7.05,35.24,22.47,28.19,21590.00,,,,,23.26,CTR,2
2973,35103,Eancé,,,f,2022,post_2020,PRESIDENTIELLE,2,268,19.40,80.60,0.00,0.00,63.55,0.00,36.45,21590.00,,,,,23.26,CTR,2
2974,35104,Epiniac,,,f,2002,avant_2010,PRESIDENTIELLE,2,848,13.21,86.79,90.04,0.00,0.00,0.00,9.96,,,,,,,DRT,0
2975,35104,Epiniac,,,f,2007,avant_2010,PRESIDENTIELLE,1,942,11.04,88.96,33.41,21.71,22.80,8.17,11.59,,,,,,,DRT,0
2976,35104,Epiniac,,,f,2012,2010_2020,PRESIDENTIELLE,1,1001,12.09,87.91,30.80,26.09,12.30,12.18,16.32,,,,,,,DRT,0
2977,35104,Epiniac,,,f,2017,2010_2020,PRESIDENTIELLE,1,1046,14.34,85.66,23.42,5.51,23.31,19.63,28.13,,,,,,,EXD,4
2978,35104,Epiniac,,,f,2017,2010_2020,PRESIDENTIELLE,2,1046,15.97,84.03,0.00,0.00,64.51,0.00,35.49,,,,,,,CTR,2
2979,35104,Epiniac,,,f,2022,post_2020,PRESIDENTIELLE,1,1104,18.75,81.25,3.43,6.98,35.93,18.76,34.90,22340.00,,,,,27.41,CTR,2
2980,35104,Epiniac,,,f,2022,post_2020,PRESIDENTIELLE,2,1104,19.02,80.98,0.00,0.00,55.38,0.00,44.62,22340.00,,,,,27.41,CTR,2
2981,35105,Erbrée,,,f,2002,avant_2010,PRESIDENTIELLE,2,1206,15.17,84.83,87.92,0.00,0.00,0.00,12.08,,,,,,,DRT,0
2982,35105,Erbrée,,,f,2007,avant_2010,PRESIDENTIELLE,1,1357,11.27,88.73,35.77,13.89,25.93,7.74,13.64,,,,,,,DRT,0
2983,35105,Erbrée,,,f,2012,2010_2020,PRESIDENTIELLE,1,1370,15.26,84.74,34.59,19.40,15.10,8.87,19.23,,,,,,,DRT,0
2984,35105,Erbrée,,,f,2017,2010_2020,PRESIDENTIELLE,1,1396,14.40,85.60,26.57,4.73,29.15,16.94,22.53,,,,,,,CTR,2
2985,35105,Erbrée,,,f,2017,2010_2020,PRESIDENTIELLE,2,1396,20.13,79.87,0.00,0.00,72.23,0.00,27.77,,,,,,,CTR,2
2986,35105,Erbrée,,,f,2022,post_2020,PRESIDENTIELLE,1,1360,21.18,78.82,6.32,7.18,41.53,14.55,30.43,23740.00,,,,,19.26,CTR,2
2987,35105,Erbrée,,,f,2022,post_2020,PRESIDENTIELLE,2,1361,21.68,78.32,0.00,0.00,67.01,0.00,32.99,23740.00,,,,,19.26,CTR,2
2988,35106,Ercé-en-Lamée,,,f,2002,avant_2010,PRESIDENTIELLE,2,905,20.99,79.01,81.89,0.00,0.00,0.00,18.11,,,,,,,DRT,0
2989,35106,Ercé-en-Lamée,,,f,2007,avant_2010,PRESIDENTIELLE,1,1027,13.53,86.47,28.41,21.59,24.83,8.55,12.70,,,,,,,DRT,0
2990,35106,Ercé-en-Lamée,,,f,2012,2010_2020,PRESIDENTIELLE,1,1047,14.80,85.20,24.26,27.22,13.44,10.93,20.50,,,,,,,GCH,1
2991,35106,Ercé-en-Lamée,,,f,2017,2010_2020,PRESIDENTIELLE,1,1054,16.22,83.78,13.30,4.67,25.55,25.20,31.16,,,,,,,EXD,4
2992,35106,Ercé-en-Lamée,,,f,2017,2010_2020,PRESIDENTIELLE,2,1055,18.96,81.04,0.00,0.00,60.85,0.00,39.15,,,,,,,CTR,2
2993,35106,Ercé-en-Lamée,,,f,2022,post_2020,PRESIDENTIELLE,1,1145,23.84,76.16,2.94,7.52,29.26,24.68,35.61,21490.00,,,,,19.13,EXD,4
2994,35106,Ercé-en-Lamée,,,f,2022,post_2020,PRESIDENTIELLE,2,1147,22.06,77.94,0.00,0.00,54.12,0.00,45.88,21490.00,,,,,19.13,CTR,2
2995,35107,Ercé-près-Liffré,,,f,2002,avant_2010,PRESIDENTIELLE,2,1068,11.61,88.39,91.48,0.00,0.00,0.00,8.52,,,,,,,DRT,0
2996,35107,Ercé-près-Liffré,,,f,2007,avant_2010,PRESIDENTIELLE,1,1218,7.64,92.36,26.01,30.51,21.33,9.27,8.46,,,,,,,GCH,1
2997,35107,Ercé-près-Liffré,,,f,2012,2010_2020,PRESIDENTIELLE,1,1239,10.90,89.10,21.37,35.62,11.93,13.88,12.86,,,,,,,GCH,1
2998,35107,Ercé-près-Liffré,,,f,2017,2010_2020,PRESIDENTIELLE,1,1329,11.44,88.56,12.31,11.70,31.28,25.22,19.41,,,,,,,CTR,2
2999,35107,Ercé-près-Liffré,,,f,2017,2010_2020,PRESIDENTIELLE,2,1329,16.93,83.07,0.00,0.00,80.27,0.00,19.73,,,,,,,CTR,2
3000,35107,Ercé-près-Liffré,,,f,2022,post_2020,PRESIDENTIELLE,1,1461,18.00,82.00,2.99,10.60,33.93,30.68,21.79,25010.00,,0.226,2.300,,23.88,CTR,2
3001,35107,Ercé-près-Liffré,,,f,2022,post_2020,PRESIDENTIELLE,2,1462,18.95,81.05,0.00,0.00,71.51,0.00,28.49,25010.00,,0.226,2.300,,23.88,CTR,2
3002,35108,Essé,,,f,2002,avant_2010,PRESIDENTIELLE,2,646,14.55,85.45,87.03,0.00,0.00,0.00,12.97,,,,,,,DRT,0
3003,35108,Essé,,,f,2007,avant_2010,PRESIDENTIELLE,1,740,13.38,86.62,34.56,20.64,23.84,8.16,10.56,,,,,,,DRT,0
3004,35108,Essé,,,f,2012,2010_2020,PRESIDENTIELLE,1,792,15.66,84.34,31.67,22.17,15.23,9.65,19.16,,,,,,,DRT,0
3005,35108,Essé,,,f,2017,2010_2020,PRESIDENTIELLE,1,784,12.88,87.12,21.33,6.05,22.69,20.73,29.05,,,,,,,EXD,4
3006,35108,Essé,,,f,2017,2010_2020,PRESIDENTIELLE,2,784,19.01,80.99,0.00,0.00,65.10,0.00,34.90,,,,,,,CTR,2
3007,35108,Essé,,,f,2022,post_2020,PRESIDENTIELLE,1,834,23.26,76.74,5.44,5.12,37.44,22.24,29.76,23770.00,,,,,23.35,CTR,2
3008,35108,Essé,,,f,2022,post_2020,PRESIDENTIELLE,2,834,24.82,75.18,0.00,0.00,63.49,0.00,36.51,23770.00,,,,,23.35,CTR,2
3009,35109,Étrelles,,,f,2002,avant_2010,PRESIDENTIELLE,2,1483,14.36,85.64,91.46,0.00,0.00,0.00,8.54,,,,,,,DRT,0
3010,35109,Étrelles,,,f,2007,avant_2010,PRESIDENTIELLE,1,1651,7.51,92.49,36.71,17.26,26.98,6.13,9.73,,,,,,,DRT,0
3011,35109,Étrelles,,,f,2012,2010_2020,PRESIDENTIELLE,1,1753,11.58,88.42,32.92,22.23,17.84,11.08,14.23,,,,,,,DRT,0
3012,35109,Étrelles,,,f,2017,2010_2020,PRESIDENTIELLE,1,1765,10.14,89.86,26.34,5.70,29.71,18.45,19.55,,,,,,,CTR,2
3013,35109,Étrelles,,,f,2017,2010_2020,PRESIDENTIELLE,2,1765,16.83,83.17,0.00,0.00,79.23,0.00,20.77,,,,,,,CTR,2
3014,35109,Étrelles,,,f,2022,post_2020,PRESIDENTIELLE,1,1855,16.12,83.88,4.86,7.22,44.19,18.25,25.48,23730.00,,0.213,2.300,,23.97,CTR,2
3015,35109,Étrelles,,,f,2022,post_2020,PRESIDENTIELLE,2,1861,15.53,84.47,0.00,0.00,71.66,0.00,28.34,23730.00,,0.213,2.300,,23.97,CTR,2
3016,35110,Feins,,,f,2002,avant_2010,PRESIDENTIELLE,2,544,15.26,84.74,86.47,0.00,0.00,0.00,13.53,,,,,,,DRT,0
3017,35110,Feins,,,f,2007,avant_2010,PRESIDENTIELLE,1,614,11.40,88.60,24.44,36.30,17.04,10.19,9.81,,,,,,,GCH,1
3018,35110,Feins,,,f,2012,2010_2020,PRESIDENTIELLE,1,666,13.06,86.94,16.28,34.69,10.97,15.40,19.29,,,,,,,GCH,1
3019,35110,Feins,,,f,2017,2010_2020,PRESIDENTIELLE,1,715,18.60,81.40,12.86,7.14,26.79,29.82,23.04,,,,,,,EXG,3
3020,35110,Feins,,,f,2017,2010_2020,PRESIDENTIELLE,2,713,22.72,77.28,0.00,0.00,71.96,0.00,28.04,,,,,,,CTR,2
3021,35110,Feins,,,f,2022,post_2020,PRESIDENTIELLE,1,774,23.39,76.61,2.25,10.71,34.89,27.12,25.04,22210.00,,,,,22.51,CTR,2
3022,35110,Feins,,,f,2022,post_2020,PRESIDENTIELLE,2,774,25.19,74.81,0.00,0.00,64.79,0.00,35.21,22210.00,,,,,22.51,CTR,2
3023,35111,Ferré,,,t,2002,avant_2010,PRESIDENTIELLE,2,439,8.20,91.80,80.94,0.00,0.00,0.00,19.06,,,,,,,DRT,0
3024,35111,Ferré,,,t,2007,avant_2010,PRESIDENTIELLE,1,465,9.46,90.54,37.07,11.22,23.41,8.54,17.56,,,,,,,DRT,0
3025,35111,Ferré,,,t,2012,2010_2020,PRESIDENTIELLE,1,498,11.04,88.96,38.66,17.59,11.81,7.87,20.37,,,,,,,DRT,0
3026,35111,Ferré,,,t,2017,2010_2020,PRESIDENTIELLE,1,474,12.45,87.55,26.20,6.80,21.41,15.37,29.97,,,,,,,EXD,4
3027,35111,Ferré,,,t,2017,2010_2020,PRESIDENTIELLE,2,474,15.40,84.60,0.00,0.00,60.78,0.00,39.22,,,,,,,CTR,2
3028,35111,Ferré,,,t,2022,post_2020,PRESIDENTIELLE,1,489,15.95,84.05,6.73,4.99,40.90,11.97,35.41,21070.00,,,,,34.39,CTR,2
3029,35111,Ferré,,,t,2022,post_2020,PRESIDENTIELLE,2,489,15.34,84.66,0.00,0.00,54.62,0.00,45.38,21070.00,,,,,34.39,CTR,2
3030,35114,Forges-la-Forêt,,,f,2002,avant_2010,PRESIDENTIELLE,2,194,17.53,82.47,83.78,0.00,0.00,0.00,16.22,,,,,,,DRT,0
3031,35114,Forges-la-Forêt,,,f,2007,avant_2010,PRESIDENTIELLE,1,213,22.07,77.93,38.79,14.55,18.79,7.27,20.61,,,,,,,DRT,0
3032,35114,Forges-la-Forêt,,,f,2012,2010_2020,PRESIDENTIELLE,1,204,19.12,80.88,30.91,18.79,8.48,8.48,30.91,,,,,,,DRT,0
3033,35114,Forges-la-Forêt,,,f,2017,2010_2020,PRESIDENTIELLE,1,181,13.81,86.19,27.74,1.29,19.35,18.71,32.90,,,,,,,EXD,4
3034,35114,Forges-la-Forêt,,,f,2017,2010_2020,PRESIDENTIELLE,2,181,21.55,78.45,0.00,0.00,57.48,0.00,42.52,,,,,,,CTR,2
3035,35114,Forges-la-Forêt,,,f,2022,post_2020,PRESIDENTIELLE,1,200,22.00,78.00,5.30,1.32,33.77,19.21,40.40,20550.00,,,,,22.64,EXD,4
3036,35114,Forges-la-Forêt,,,f,2022,post_2020,PRESIDENTIELLE,2,200,24.00,76.00,0.00,0.00,56.20,0.00,43.80,20550.00,,,,,22.64,CTR,2
3037,35115,Fougères,,,f,2002,avant_2010,PRESIDENTIELLE,2,15758,22.66,77.34,90.68,0.00,0.00,0.00,9.32,,,,,,,DRT,0
3038,35115,Fougères,,,f,2007,avant_2010,PRESIDENTIELLE,1,15685,18.36,81.64,28.06,27.87,22.78,8.47,9.50,,,,,,,DRT,0
3039,35115,Fougères,,,f,2012,2010_2020,PRESIDENTIELLE,1,14990,23.42,76.58,27.67,31.94,11.81,12.10,13.81,,,,,,,GCH,1
3040,35115,Fougères,,,f,2017,2010_2020,PRESIDENTIELLE,1,14006,20.96,79.04,20.81,8.89,29.78,20.36,19.96,,,,,,,CTR,2
3041,35115,Fougères,,,f,2017,2010_2020,PRESIDENTIELLE,2,14007,25.24,74.76,0.00,0.00,76.76,0.00,23.24,,,,,,,CTR,2
3042,35115,Fougères,,,f,2022,post_2020,PRESIDENTIELLE,1,13411,26.15,73.85,4.51,8.30,38.37,24.29,24.54,20620.00,,0.258,3.000,,27.38,CTR,2
3043,35115,Fougères,,,f,2022,post_2020,PRESIDENTIELLE,2,13418,26.92,73.08,0.00,0.00,68.49,0.00,31.51,20620.00,,0.258,3.000,,27.38,CTR,2
3044,35116,Fresnais,,,f,2002,avant_2010,PRESIDENTIELLE,2,1449,14.15,85.85,88.78,0.00,0.00,0.00,11.22,,,,,,,DRT,0
3045,35116,Fresnais,,,f,2007,avant_2010,PRESIDENTIELLE,1,1536,11.39,88.61,30.49,21.15,24.14,10.24,10.99,,,,,,,DRT,0
3046,35116,Fresnais,,,f,2012,2010_2020,PRESIDENTIELLE,1,1626,14.02,85.98,25.88,26.10,13.68,12.35,19.19,,,,,,,GCH,1
3047,35116,Fresnais,,,f,2017,2010_2020,PRESIDENTIELLE,1,1729,15.10,84.90,16.75,5.77,28.43,19.21,29.70,,,,,,,EXD,4
3048,35116,Fresnais,,,f,2017,2010_2020,PRESIDENTIELLE,2,1729,18.10,81.90,0.00,0.00,63.93,0.00,36.07,,,,,,,CTR,2
3049,35116,Fresnais,,,f,2022,post_2020,PRESIDENTIELLE,1,1752,17.98,82.02,3.47,6.66,35.93,20.41,33.52,21560.00,,0.180,2.200,,17.15,CTR,2
3050,35116,Fresnais,,,f,2022,post_2020,PRESIDENTIELLE,2,1752,18.84,81.16,0.00,0.00,55.49,0.00,44.51,21560.00,,0.180,2.200,,17.15,CTR,2
3051,35117,Gaël,,,f,2002,avant_2010,PRESIDENTIELLE,2,1167,19.54,80.46,81.68,0.00,0.00,0.00,18.32,,,,,,,DRT,0
3052,35117,Gaël,,,f,2007,avant_2010,PRESIDENTIELLE,1,1188,13.97,86.03,34.93,18.71,22.09,8.16,14.33,,,,,,,DRT,0
3053,35117,Gaël,,,f,2012,2010_2020,PRESIDENTIELLE,1,1206,17.83,82.17,30.13,21.78,10.22,13.62,22.19,,,,,,,DRT,0
3054,35117,Gaël,,,f,2017,2010_2020,PRESIDENTIELLE,1,1214,21.00,79.00,19.03,6.92,19.78,16.00,38.05,,,,,,,EXD,4
3055,35117,Gaël,,,f,2017,2010_2020,PRESIDENTIELLE,2,1214,25.12,74.88,0.00,0.00,53.53,0.00,46.47,,,,,,,CTR,2
3056,35117,Gaël,,,f,2022,post_2020,PRESIDENTIELLE,1,1239,26.63,73.37,4.08,5.89,32.39,18.01,39.64,21290.00,,,,,30.30,EXD,4
3057,35117,Gaël,,,f,2022,post_2020,PRESIDENTIELLE,2,1240,27.02,72.98,0.00,0.00,50.36,0.00,49.64,21290.00,,,,,30.30,CTR,2
3058,35118,Gahard,,,f,2002,avant_2010,PRESIDENTIELLE,2,796,18.97,81.03,89.09,0.00,0.00,0.00,10.91,,,,,,,DRT,0
3059,35118,Gahard,,,f,2007,avant_2010,PRESIDENTIELLE,1,820,11.59,88.41,26.02,28.83,22.08,10.27,9.42,,,,,,,GCH,1
3060,35118,Gahard,,,f,2012,2010_2020,PRESIDENTIELLE,1,960,13.23,86.77,20.96,30.15,13.24,14.09,17.65,,,,,,,GCH,1
3061,35118,Gahard,,,f,2017,2010_2020,PRESIDENTIELLE,1,1002,12.57,87.43,13.16,8.23,28.32,24.32,25.85,,,,,,,CTR,2
3062,35118,Gahard,,,f,2017,2010_2020,PRESIDENTIELLE,2,1002,15.67,84.33,0.00,0.00,71.56,0.00,28.44,,,,,,,CTR,2
3063,35118,Gahard,,,f,2022,post_2020,PRESIDENTIELLE,1,1038,16.96,83.04,4.78,9.80,30.11,29.27,26.05,24060.00,,,,,20.35,CTR,2
3064,35118,Gahard,,,f,2022,post_2020,PRESIDENTIELLE,2,1038,16.67,83.33,0.00,0.00,63.16,0.00,36.84,24060.00,,,,,20.35,CTR,2
3065,35119,Gennes-sur-Seiche,,,f,2002,avant_2010,PRESIDENTIELLE,2,544,15.99,84.01,92.03,0.00,0.00,0.00,7.97,,,,,,,DRT,0
3066,35119,Gennes-sur-Seiche,,,f,2007,avant_2010,PRESIDENTIELLE,1,580,14.14,85.86,36.59,17.89,25.81,8.74,8.54,,,,,,,DRT,0
3067,35119,Gennes-sur-Seiche,,,f,2012,2010_2020,PRESIDENTIELLE,1,598,13.71,86.29,34.26,16.93,11.35,13.15,21.31,,,,,,,DRT,0
3068,35119,Gennes-sur-Seiche,,,f,2017,2010_2020,PRESIDENTIELLE,1,630,13.65,86.35,22.94,4.40,24.47,18.74,29.45,,,,,,,EXD,4
3069,35119,Gennes-sur-Seiche,,,f,2017,2010_2020,PRESIDENTIELLE,2,631,20.76,79.24,0.00,0.00,63.62,0.00,36.38,,,,,,,CTR,2
3070,35119,Gennes-sur-Seiche,,,f,2022,post_2020,PRESIDENTIELLE,1,647,23.03,76.97,3.53,6.02,40.87,19.09,30.50,22880.00,,,,,14.85,CTR,2
3071,35119,Gennes-sur-Seiche,,,f,2022,post_2020,PRESIDENTIELLE,2,647,22.10,77.90,0.00,0.00,60.34,0.00,39.66,22880.00,,,,,14.85,CTR,2
3072,35120,Gévezé,5890,214.00,f,2002,avant_2010,PRESIDENTIELLE,2,2178,14.14,85.86,89.23,0.00,0.00,0.00,10.77,,,,,,,DRT,0
3073,35120,Gévezé,5890,214.00,f,2007,avant_2010,PRESIDENTIELLE,1,2656,9.64,90.36,27.19,28.46,25.46,7.93,7.72,,,,,,,GCH,1
3074,35120,Gévezé,5890,214.00,f,2012,2010_2020,PRESIDENTIELLE,1,3181,13.64,86.36,25.02,33.77,12.84,12.25,12.58,,,,,,,GCH,1
3075,35120,Gévezé,5890,214.00,f,2017,2010_2020,PRESIDENTIELLE,1,3710,14.34,85.66,16.04,7.89,37.19,21.38,17.24,,,,,,,CTR,2
3076,35120,Gévezé,5890,214.00,f,2017,2010_2020,PRESIDENTIELLE,2,3710,18.65,81.35,0.00,0.00,82.55,0.00,17.45,,,,,,,CTR,2
3077,35120,Gévezé,5890,214.00,f,2022,post_2020,PRESIDENTIELLE,1,4182,18.89,81.11,4.33,10.84,41.91,23.17,19.75,25190.00,,0.212,2.500,,20.21,CTR,2
3078,35120,Gévezé,5890,214.00,f,2022,post_2020,PRESIDENTIELLE,2,4181,19.25,80.75,0.00,0.00,76.26,0.00,23.74,25190.00,,0.212,2.500,,20.21,CTR,2
3079,35121,Gosné,,,f,2002,avant_2010,PRESIDENTIELLE,2,1046,15.39,84.61,86.48,0.00,0.00,0.00,13.52,,,,,,,DRT,0
3080,35121,Gosné,,,f,2007,avant_2010,PRESIDENTIELLE,1,1192,10.15,89.85,31.60,23.30,26.23,6.51,9.62,,,,,,,DRT,0
3081,35121,Gosné,,,f,2012,2010_2020,PRESIDENTIELLE,1,1255,10.52,89.48,25.14,28.84,12.66,10.85,19.71,,,,,,,GCH,1
