id_fait,code_commune,libelle_commune,population,densite,est_rennes_metro,annee,periode,type_scrutin,tour,inscrits,tx_abstention,tx_participation,pct_drt,pct_gch,pct_ctr,pct_exg,pct_exd,med_niveau_vie,tx_pauvrete,gini,ratio_d9_d1,taux_delinq_mille,nb_assoc_pour_1000,target_bloc,target_bloc_num
2323,35001,Acigné,6888,233.00,t,2002,avant_2010,PRESIDENTIELLE,2,4074,14.90,85.10,93.51,0.00,0.00,0.00,6.49,,,,,,,DRT,0
2324,35001,Acigné,6888,233.00,t,2007,avant_2010,PRESIDENTIELLE,1,4357,8.93,91.07,23.90,35.23,26.45,6.15,4.65,,,,,,,GCH,1
2325,35001,Acigné,6888,233.00,t,2012,2010_2020,PRESIDENTIELLE,1,4672,11.13,88.87,21.22,39.10,13.41,13.19,8.95,,,,,,,GCH,1
2326,35001,Acigné,6888,233.00,t,2017,2010_2020,PRESIDENTIELLE,1,5041,11.78,88.22,15.66,12.65,36.89,21.34,13.27,,,,,,,CTR,2
2327,35001,Acigné,6888,233.00,t,2017,2010_2020,PRESIDENTIELLE,2,5041,16.01,83.99,0.00,0.00,85.64,0.00,14.36,,,,,,,CTR,2
2328,35001,Acigné,6888,233.00,t,2022,post_2020,PRESIDENTIELLE,1,5378,18.61,81.39,4.17,14.53,38.06,27.47,15.76,,,,,,,CTR,2
2329,35001,Acigné,6888,233.00,t,2022,post_2020,PRESIDENTIELLE,2,5381,18.81,81.19,0.00,0.00,80.82,0.00,19.18,,,,,,,CTR,2
2330,35002,Amanlis,,,f,2002,avant_2010,PRESIDENTIELLE,2,1088,14.25,85.75,88.79,0.00,0.00,0.00,11.21,,,,,,,DRT,0
2331,35002,Amanlis,,,f,2007,avant_2010,PRESIDENTIELLE,1,1158,8.46,91.54,30.05,22.58,27.27,7.37,8.52,,,,,,,DRT,0
2332,35002,Amanlis,,,f,2012,2010_2020,PRESIDENTIELLE,1,1191,12.43,87.57,26.71,26.61,15.69,11.99,15.79,,,,,,,DRT,0
2333,35002,Amanlis,,,f,2017,2010_2020,PRESIDENTIELLE,1,1310,11.15,88.85,16.40,9.70,29.89,23.10,20.46,,,,,,,CTR,2
2334,35002,Amanlis,,,f,2017,2010_2020,PRESIDENTIELLE,2,1310,18.02,81.98,0.00,0.00,75.89,0.00,24.11,,,,,,,CTR,2
2335,35002,Amanlis,,,f,2022,post_2020,PRESIDENTIELLE,1,1350,17.56,82.44,3.96,9.75,35.79,22.72,27.78,,,,,,,CTR,2
2336,35002,Amanlis,,,f,2022,post_2020,PRESIDENTIELLE,2,1353,19.51,80.49,0.00,0.00,68.22,0.00,31.78,,,,,,,CTR,2
2337,35003,Andouillé-Neuville,,,f,2002,avant_2010,PRESIDENTIELLE,2,347,12.68,87.32,93.45,0.00,0.00,0.00,6.55,,,,,,,DRT,0
2338,35003,Andouillé-Neuville,,,f,2007,avant_2010,PRESIDENTIELLE,1,462,12.12,87.88,30.10,24.13,21.39,13.68,6.22,,,,,,,DRT,0
2339,35003,Andouillé-Neuville,,,f,2012,2010_2020,PRESIDENTIELLE,1,515,13.59,86.41,27.13,28.74,13.33,13.56,15.17,,,,,,,GCH,1
2340,35003,Andouillé-Neuville,,,f,2017,2010_2020,PRESIDENTIELLE,1,591,13.03,86.97,17.17,8.18,28.34,21.36,24.95,,,,,,,CTR,2
2341,35003,Andouillé-Neuville,,,f,2017,2010_2020,PRESIDENTIELLE,2,591,17.09,82.91,0.00,0.00,71.63,0.00,28.37,,,,,,,CTR,2
2342,35003,Andouillé-Neuville,,,f,2022,post_2020,PRESIDENTIELLE,1,642,18.69,81.31,5.12,9.65,37.01,23.03,25.20,22880.00,,,,,25.84,CTR,2
2343,35003,Andouillé-Neuville,,,f,2022,post_2020,PRESIDENTIELLE,2,641,20.12,79.88,0.00,0.00,68.44,0.00,31.56,22880.00,,,,,25.84,CTR,2
2344,35004,Val-Couesnon,,,f,2002,avant_2010,PRESIDENTIELLE,2,1045,20.96,79.04,84.10,0.00,0.00,0.00,15.90,,,,,,,DRT,0
2345,35004,Val-Couesnon,,,f,2007,avant_2010,PRESIDENTIELLE,1,1020,16.47,83.53,33.17,24.31,16.89,10.06,12.22,,,,,,,DRT,0
2346,35004,Val-Couesnon,,,f,2012,2010_2020,PRESIDENTIELLE,1,1054,19.64,80.36,28.17,27.80,9.88,10.61,21.95,,,,,,,DRT,0
2347,35004,Val-Couesnon,,,f,2017,2010_2020,PRESIDENTIELLE,1,931,19.44,80.56,24.56,4.09,21.69,17.87,31.51,,,,,,,EXD,4
2348,35004,Val-Couesnon,,,f,2017,2010_2020,PRESIDENTIELLE,2,930,23.66,76.34,0.00,0.00,56.58,0.00,43.42,,,,,,,CTR,2
2349,35004,Val-Couesnon,,,f,2022,post_2020,PRESIDENTIELLE,1,3023,25.14,74.86,4.72,4.23,33.72,19.78,37.54,,,,,,,EXD,4
2350,35004,Val-Couesnon,,,f,2022,post_2020,PRESIDENTIELLE,2,3026,24.75,75.25,0.00,0.00,51.49,0.00,48.51,,,,,,,CTR,2
2351,35005,Arbrissel,,,f,2002,avant_2010,PRESIDENTIELLE,2,181,16.02,83.98,91.22,0.00,0.00,0.00,8.78,,,,,,,DRT,0
2352,35005,Arbrissel,,,f,2007,avant_2010,PRESIDENTIELLE,1,180,8.89,91.11,41.36,11.11,29.01,9.26,8.64,,,,,,,DRT,0
2353,35005,Arbrissel,,,f,2012,2010_2020,PRESIDENTIELLE,1,199,10.55,89.45,35.84,16.18,12.14,10.40,23.12,,,,,,,DRT,0
2354,35005,Arbrissel,,,f,2017,2010_2020,PRESIDENTIELLE,1,214,15.42,84.58,17.42,6.74,21.35,17.98,36.52,,,,,,,EXD,4
2355,35005,Arbrissel,,,f,2017,2010_2020,PRESIDENTIELLE,2,214,19.16,80.84,0.00,0.00,62.96,0.00,37.04,,,,,,,CTR,2
2356,35005,Arbrissel,,,f,2022,post_2020,PRESIDENTIELLE,1,205,20.00,80.00,3.05,4.27,35.98,18.29,38.41,,,,,,,EXD,4
2357,35005,Arbrissel,,,f,2022,post_2020,PRESIDENTIELLE,2,206,22.82,77.18,0.00,0.00,55.03,0.00,44.97,,,,,,,CTR,2
2358,35006,Argentré-du-Plessis,,,f,2002,avant_2010,PRESIDENTIELLE,2,2850,14.21,85.79,91.50,0.00,0.00,0.00,8.50,,,,,,,DRT,0
2359,35006,Argentré-du-Plessis,,,f,2007,avant_2010,PRESIDENTIELLE,1,3055,10.67,89.33,34.96,17.93,28.62,6.41,8.87,,,,,,,DRT,0
2360,35006,Argentré-du-Plessis,,,f,2012,2010_2020,PRESIDENTIELLE,1,3258,14.21,85.79,33.73,21.81,17.23,10.30,14.94,,,,,,,DRT,0
2361,35006,Argentré-du-Plessis,,,f,2017,2010_2020,PRESIDENTIELLE,1,3481,16.43,83.57,23.84,6.54,29.01,17.65,22.71,,,,,,,CTR,2
2362,35006,Argentré-du-Plessis,,,f,2017,2010_2020,PRESIDENTIELLE,2,3481,20.14,79.86,0.00,0.00,77.29,0.00,22.71,,,,,,,CTR,2
2363,35006,Argentré-du-Plessis,,,f,2022,post_2020,PRESIDENTIELLE,1,3514,20.92,79.08,5.53,9.25,43.94,17.51,23.77,,,,,,,CTR,2
2364,35006,Argentré-du-Plessis,,,f,2022,post_2020,PRESIDENTIELLE,2,3510,19.40,80.60,0.00,0.00,71.17,0.00,28.83,,,,,,,CTR,2
2365,35007,Aubigné,,,f,2002,avant_2010,PRESIDENTIELLE,2,192,8.85,91.15,84.34,0.00,0.00,0.00,15.66,,,,,,,DRT,0
2366,35007,Aubigné,,,f,2007,avant_2010,PRESIDENTIELLE,1,232,6.03,93.97,28.17,23.94,18.31,12.68,10.80,,,,,,,DRT,0
2367,35007,Aubigné,,,f,2012,2010_2020,PRESIDENTIELLE,1,279,8.24,91.76,22.40,33.20,8.00,18.00,14.80,,,,,,,GCH,1
2368,35007,Aubigné,,,f,2017,2010_2020,PRESIDENTIELLE,1,283,9.19,90.81,13.31,9.68,30.65,21.37,24.60,,,,,,,CTR,2
2369,35007,Aubigné,,,f,2017,2010_2020,PRESIDENTIELLE,2,283,12.37,87.63,0.00,0.00,70.89,0.00,29.11,,,,,,,CTR,2
2370,35007,Aubigné,,,f,2022,post_2020,PRESIDENTIELLE,1,326,10.12,89.88,3.17,10.56,34.51,27.82,23.94,,,,,,,CTR,2
2371,35007,Aubigné,,,f,2022,post_2020,PRESIDENTIELLE,2,326,11.66,88.34,0.00,0.00,64.14,0.00,35.86,,,,,,,CTR,2
2372,35008,Availles-sur-Seiche,,,f,2002,avant_2010,PRESIDENTIELLE,2,340,18.53,81.47,89.69,0.00,0.00,0.00,10.31,,,,,,,DRT,0
2373,35008,Availles-sur-Seiche,,,f,2007,avant_2010,PRESIDENTIELLE,1,399,12.53,87.47,34.60,21.11,23.17,9.68,10.26,,,,,,,DRT,0
2374,35008,Availles-sur-Seiche,,,f,2012,2010_2020,PRESIDENTIELLE,1,405,15.31,84.69,31.93,18.37,11.45,15.36,22.29,,,,,,,DRT,0
2375,35008,Availles-sur-Seiche,,,f,2017,2010_2020,PRESIDENTIELLE,1,423,14.66,85.34,19.44,3.66,23.94,18.31,34.37,,,,,,,EXD,4
2376,35008,Availles-sur-Seiche,,,f,2017,2010_2020,PRESIDENTIELLE,2,423,19.15,80.85,0.00,0.00,56.62,0.00,43.38,,,,,,,CTR,2
2377,35008,Availles-sur-Seiche,,,f,2022,post_2020,PRESIDENTIELLE,1,462,21.21,78.79,3.92,5.88,31.93,17.09,41.18,,,,,,,EXD,4
2378,35008,Availles-sur-Seiche,,,f,2022,post_2020,PRESIDENTIELLE,2,462,19.91,80.09,0.00,0.00,50.00,0.00,50.00,,,,,,,CTR,2
2379,35009,Baguer-Morvan,,,f,2002,avant_2010,PRESIDENTIELLE,2,1108,16.61,83.39,87.00,0.00,0.00,0.00,13.00,,,,,,,DRT,0
2380,35009,Baguer-Morvan,,,f,2007,avant_2010,PRESIDENTIELLE,1,1137,12.23,87.77,32.38,23.39,21.14,9.70,10.73,,,,,,,DRT,0
2381,35009,Baguer-Morvan,,,f,2012,2010_2020,PRESIDENTIELLE,1,1157,13.57,86.43,28.98,25.00,10.51,11.73,21.84,,,,,,,DRT,0
2382,35009,Baguer-Morvan,,,f,2017,2010_2020,PRESIDENTIELLE,1,1160,15.43,84.57,18.81,5.22,25.71,19.02,31.14,,,,,,,EXD,4
2383,35009,Baguer-Morvan,,,f,2017,2010_2020,PRESIDENTIELLE,2,1160,18.88,81.12,0.00,0.00,60.29,0.00,39.71,,,,,,,CTR,2
2384,35009,Baguer-Morvan,,,f,2022,post_2020,PRESIDENTIELLE,1,1260,20.40,79.60,2.87,3.49,39.18,18.05,36.41,,,,,,,CTR,2
2385,35009,Baguer-Morvan,,,f,2022,post_2020,PRESIDENTIELLE,2,1260,19.60,80.40,0.00,0.00,55.04,0.00,44.96,,,,,,,CTR,2
2386,35010,Baguer-Pican,,,f,2002,avant_2010,PRESIDENTIELLE,2,765,18.95,81.05,88.69,0.00,0.00,0.00,11.31,,,,,,,DRT,0
2387,35010,Baguer-Pican,,,f,2007,avant_2010,PRESIDENTIELLE,1,844,10.78,89.22,29.80,28.71,16.87,10.88,11.70,,,,,,,DRT,0
2388,35010,Baguer-Pican,,,f,2012,2010_2020,PRESIDENTIELLE,1,972,11.42,88.58,23.12,32.18,9.30,12.75,20.86,,,,,,,GCH,1
2389,35010,Baguer-Pican,,,f,2017,2010_2020,PRESIDENTIELLE,1,1105,13.94,86.06,13.93,5.62,25.38,20.09,34.99,,,,,,,EXD,4
2390,35010,Baguer-Pican,,,f,2017,2010_2020,PRESIDENTIELLE,2,1105,16.83,83.17,0.00,0.00,57.06,0.00,42.94,,,,,,,CTR,2
2391,35010,Baguer-Pican,,,f,2022,post_2020,PRESIDENTIELLE,1,1234,19.21,80.79,4.15,5.71,32.16,17.74,40.25,,,,,,,EXD,4
2392,35010,Baguer-Pican,,,f,2022,post_2020,PRESIDENTIELLE,2,1236,17.56,82.44,0.00,0.00,51.54,0.00,48.46,,,,,,,CTR,2
2393,35012,Bain-de-Bretagne,,,f,2002,avant_2010,PRESIDENTIELLE,2,4041,19.35,80.65,88.00,0.00,0.00,0.00,12.00,,,,,,,DRT,0
2394,35012,Bain-de-Bretagne,,,f,2007,avant_2010,PRESIDENTIELLE,1,4743,13.45,86.55,30.08,23.01,24.71,7.00,11.87,,,,,,,DRT,0
2395,35012,Bain-de-Bretagne,,,f,2012,2010_2020,PRESIDENTIELLE,1,4999,16.74,83.26,26.71,27.98,12.63,11.11,18.82,,,,,,,GCH,1
2396,35012,Bain-de-Bretagne,,,f,2017,2010_2020,PRESIDENTIELLE,1,5392,19.86,80.14,18.82,6.89,29.83,20.73,23.56,,,,,,,CTR,2
2397,35012,Bain-de-Bretagne,,,f,2017,2010_2020,PRESIDENTIELLE,2,5386,22.60,77.40,0.00,0.00,73.80,0.00,26.20,,,,,,,CTR,2
2398,35012,Bain-de-Bretagne,,,f,2022,post_2020,PRESIDENTIELLE,1,5662,24.90,75.10,4.41,8.04,37.84,22.24,27.47,22930.00,,0.219,2.600,,27.13,CTR,2
2399,35012,Bain-de-Bretagne,,,f,2022,post_2020,PRESIDENTIELLE,2,5692,25.11,74.89,0.00,0.00,66.16,0.00,33.84,22930.00,,0.219,2.600,,27.13,CTR,2
2400,35013,Bains-sur-Oust,,,f,2002,avant_2010,PRESIDENTIELLE,2,2437,14.44,85.56,90.03,0.00,0.00,0.00,9.97,,,,,,,DRT,0
2401,35013,Bains-sur-Oust,,,f,2007,avant_2010,PRESIDENTIELLE,1,2581,9.80,90.20,28.24,28.37,24.11,6.66,10.01,,,,,,,GCH,1
2402,35013,Bains-sur-Oust,,,f,2012,2010_2020,PRESIDENTIELLE,1,2676,15.36,84.64,24.70,31.41,11.32,12.30,16.73,,,,,,,GCH,1
2403,35013,Bains-sur-Oust,,,f,2017,2010_2020,PRESIDENTIELLE,1,2818,16.29,83.71,18.58,8.45,30.88,20.74,21.31,,,,,,,CTR,2
2404,35013,Bains-sur-Oust,,,f,2017,2010_2020,PRESIDENTIELLE,2,2818,21.54,78.46,0.00,0.00,75.62,0.00,24.38,,,,,,,CTR,2
2405,35013,Bains-sur-Oust,,,f,2022,post_2020,PRESIDENTIELLE,1,2839,19.55,80.45,3.99,6.95,39.08,22.84,27.14,,,,,,,CTR,2
2406,35013,Bains-sur-Oust,,,f,2022,post_2020,PRESIDENTIELLE,2,2846,20.52,79.48,0.00,0.00,65.57,0.00,34.43,,,,,,,CTR,2
2407,35014,Bais,,,t,2002,avant_2010,PRESIDENTIELLE,2,1424,18.89,81.11,89.15,0.00,0.00,0.00,10.85,,,,,,,DRT,0
2408,35014,Bais,,,t,2007,avant_2010,PRESIDENTIELLE,1,1485,15.56,84.44,45.17,12.75,21.53,6.50,12.27,,,,,,,DRT,0
2409,35014,Bais,,,t,2012,2010_2020,PRESIDENTIELLE,1,1556,15.36,84.64,36.63,16.87,14.70,8.79,20.45,,,,,,,DRT,0
2410,35014,Bais,,,t,2017,2010_2020,PRESIDENTIELLE,1,1626,17.47,82.53,24.11,4.71,25.43,14.37,31.30,,,,,,,EXD,4
2411,35014,Bais,,,t,2017,2010_2020,PRESIDENTIELLE,2,1627,22.56,77.44,0.00,0.00,65.84,0.00,34.16,,,,,,,CTR,2
2412,35014,Bais,,,t,2022,post_2020,PRESIDENTIELLE,1,1709,23.99,76.01,4.30,5.63,41.36,15.48,33.23,,,,,,,CTR,2
2413,35014,Bais,,,t,2022,post_2020,PRESIDENTIELLE,2,1710,23.10,76.90,0.00,0.00,60.39,0.00,39.61,,,,,,,CTR,2
2414,35015,Balazé,,,f,2002,avant_2010,PRESIDENTIELLE,2,1415,15.48,84.52,92.50,0.00,0.00,0.00,7.50,,,,,,,DRT,0
2415,35015,Balazé,,,f,2007,avant_2010,PRESIDENTIELLE,1,1583,11.50,88.50,39.93,12.95,28.36,7.13,9.16,,,,,,,DRT,0
2416,35015,Balazé,,,f,2012,2010_2020,PRESIDENTIELLE,1,1671,13.76,86.24,34.62,18.80,18.52,10.26,16.24,,,,,,,DRT,0
2417,35015,Balazé,,,f,2017,2010_2020,PRESIDENTIELLE,1,1768,16.46,83.54,22.94,5.36,30.20,19.27,22.02,,,,,,,CTR,2
2418,35015,Balazé,,,f,2017,2010_2020,PRESIDENTIELLE,2,1768,21.61,78.39,0.00,0.00,75.14,0.00,24.86,,,,,,,CTR,2
2419,35015,Balazé,,,f,2022,post_2020,PRESIDENTIELLE,1,1729,23.77,76.23,7.09,6.61,41.26,19.13,25.91,,,,,,,CTR,2
2420,35015,Balazé,,,f,2022,post_2020,PRESIDENTIELLE,2,1731,22.36,77.64,0.00,0.00,66.91,0.00,33.09,,,,,,,CTR,2
2421,35016,Baulon,,,f,2002,avant_2010,PRESIDENTIELLE,2,1051,13.32,86.68,81.95,0.00,0.00,0.00,18.05,,,,,,,DRT,0
2422,35016,Baulon,,,f,2007,avant_2010,PRESIDENTIELLE,1,1306,11.18,88.82,24.87,24.96,25.13,8.93,13.84,,,,,,,CTR,2
2423,35016,Baulon,,,f,2012,2010_2020,PRESIDENTIELLE,1,1396,15.40,84.60,22.24,30.78,9.48,11.90,22.24,,,,,,,GCH,1
2424,35016,Baulon,,,f,2017,2010_2020,PRESIDENTIELLE,1,1490,14.90,85.10,14.33,8.03,26.86,21.79,28.50,,,,,,,EXD,4
2425,35016,Baulon,,,f,2017,2010_2020,PRESIDENTIELLE,2,1490,20.60,79.40,0.00,0.00,67.15,0.00,32.85,,,,,,,CTR,2
2426,35016,Baulon,,,f,2022,post_2020,PRESIDENTIELLE,1,1597,17.22,82.78,3.41,6.97,33.77,23.39,32.46,,,,,,,CTR,2
2427,35016,Baulon,,,f,2022,post_2020,PRESIDENTIELLE,2,1602,20.22,79.78,0.00,0.00,58.99,0.00,41.01,,,,,,,CTR,2
2428,35017,Baussaine,,,f,2002,avant_2010,PRESIDENTIELLE,2,400,11.50,88.50,86.27,0.00,0.00,0.00,13.73,,,,,,,DRT,0
2429,35017,Baussaine,,,f,2007,avant_2010,PRESIDENTIELLE,1,430,10.70,89.30,26.82,29.17,24.22,9.64,8.85,,,,,,,GCH,1
2430,35017,Baussaine,,,f,2012,2010_2020,PRESIDENTIELLE,1,457,14.66,85.34,24.81,27.13,14.21,14.47,15.76,,,,,,,GCH,1
2431,35017,Baussaine,,,f,2017,2010_2020,PRESIDENTIELLE,1,497,14.69,85.31,18.12,8.70,28.74,22.71,21.50,,,,,,,CTR,2
2432,35017,Baussaine,,,f,2017,2010_2020,PRESIDENTIELLE,2,496,17.34,82.66,0.00,0.00,70.73,0.00,29.27,,,,,,,CTR,2
2490,35026,Bléruais,,,f,2022,post_2020,PRESIDENTIELLE,2,78,20.51,79.49,0.00,0.00,71.67,0.00,28.33,,,,,,,CTR,2
2433,35017,Baussaine,,,f,2022,post_2020,PRESIDENTIELLE,1,503,19.88,80.12,4.85,8.16,34.18,23.47,29.34,22790.00,,,,,26.67,CTR,2
2434,35017,Baussaine,,,f,2022,post_2020,PRESIDENTIELLE,2,503,21.07,78.93,0.00,0.00,62.08,0.00,37.92,22790.00,,,,,26.67,CTR,2
2435,35018,Bazouge-du-Désert,,,f,2002,avant_2010,PRESIDENTIELLE,2,786,12.09,87.91,84.89,0.00,0.00,0.00,15.11,,,,,,,DRT,0
2436,35018,Bazouge-du-Désert,,,f,2007,avant_2010,PRESIDENTIELLE,1,797,10.04,89.96,42.94,11.30,20.48,6.64,16.38,,,,,,,DRT,0
2437,35018,Bazouge-du-Désert,,,f,2012,2010_2020,PRESIDENTIELLE,1,827,12.33,87.67,35.43,14.57,17.14,10.00,21.29,,,,,,,DRT,0
2438,35018,Bazouge-du-Désert,,,f,2017,2010_2020,PRESIDENTIELLE,1,850,14.71,85.29,30.99,4.59,18.22,17.22,28.98,,,,,,,DRT,0
2439,35018,Bazouge-du-Désert,,,f,2017,2010_2020,PRESIDENTIELLE,2,850,17.76,82.24,0.00,0.00,64.36,0.00,35.64,,,,,,,CTR,2
2440,35018,Bazouge-du-Désert,,,f,2022,post_2020,PRESIDENTIELLE,1,828,22.83,77.17,6.19,4.07,39.25,16.29,34.20,,,,,,,CTR,2
2441,35018,Bazouge-du-Désert,,,f,2022,post_2020,PRESIDENTIELLE,2,827,22.61,77.39,0.00,0.00,59.15,0.00,40.85,,,,,,,CTR,2
2442,35019,Bazouges-la-Pérouse,,,f,2002,avant_2010,PRESIDENTIELLE,2,1371,14.88,85.12,86.13,0.00,0.00,0.00,13.87,,,,,,,DRT,0
2443,35019,Bazouges-la-Pérouse,,,f,2007,avant_2010,PRESIDENTIELLE,1,1434,11.65,88.35,37.70,27.17,15.76,7.40,9.97,,,,,,,DRT,0
2444,35019,Bazouges-la-Pérouse,,,f,2012,2010_2020,PRESIDENTIELLE,1,1362,13.88,86.12,35.34,27.76,9.83,10.01,15.14,,,,,,,DRT,0
2445,35019,Bazouges-la-Pérouse,,,f,2017,2010_2020,PRESIDENTIELLE,1,1356,16.74,83.26,25.20,6.10,25.39,19.02,24.11,,,,,,,CTR,2
2446,35019,Bazouges-la-Pérouse,,,f,2017,2010_2020,PRESIDENTIELLE,2,1356,19.99,80.01,0.00,0.00,68.35,0.00,31.65,,,,,,,CTR,2
2447,35019,Bazouges-la-Pérouse,,,f,2022,post_2020,PRESIDENTIELLE,1,1378,20.03,79.97,5.58,3.78,33.87,23.27,33.49,,,,,,,CTR,2
2448,35019,Bazouges-la-Pérouse,,,f,2022,post_2020,PRESIDENTIELLE,2,1376,21.37,78.63,0.00,0.00,58.58,0.00,41.42,,,,,,,CTR,2
2449,35021,Beaucé,,,f,2002,avant_2010,PRESIDENTIELLE,2,914,12.58,87.42,89.55,0.00,0.00,0.00,10.45,,,,,,,DRT,0
2450,35021,Beaucé,,,f,2007,avant_2010,PRESIDENTIELLE,1,935,7.38,92.62,31.50,20.96,25.76,8.20,10.19,,,,,,,DRT,0
2451,35021,Beaucé,,,f,2012,2010_2020,PRESIDENTIELLE,1,987,8.81,91.19,31.64,24.77,12.84,13.63,15.65,,,,,,,DRT,0
2452,35021,Beaucé,,,f,2017,2010_2020,PRESIDENTIELLE,1,1008,9.92,90.08,25.82,6.00,29.78,16.42,21.74,,,,,,,CTR,2
2453,35021,Beaucé,,,f,2017,2010_2020,PRESIDENTIELLE,2,1008,14.78,85.22,0.00,0.00,76.21,0.00,23.79,,,,,,,CTR,2
2454,35021,Beaucé,,,f,2022,post_2020,PRESIDENTIELLE,1,1030,18.06,81.94,6.39,6.99,41.33,18.19,27.11,,,,,,,CTR,2
2455,35021,Beaucé,,,f,2022,post_2020,PRESIDENTIELLE,2,1030,18.06,81.94,0.00,0.00,67.56,0.00,32.44,,,,,,,CTR,2
2456,35022,Bécherel,690,1211.00,f,2002,avant_2010,PRESIDENTIELLE,2,455,13.19,86.81,88.77,0.00,0.00,0.00,11.23,,,,,,,DRT,0
2457,35022,Bécherel,690,1211.00,f,2007,avant_2010,PRESIDENTIELLE,1,466,12.45,87.55,32.11,25.49,19.12,11.76,7.84,,,,,,,DRT,0
2458,35022,Bécherel,690,1211.00,f,2012,2010_2020,PRESIDENTIELLE,1,474,16.67,83.33,31.36,25.19,7.71,15.94,14.14,,,,,,,DRT,0
2459,35022,Bécherel,690,1211.00,f,2017,2010_2020,PRESIDENTIELLE,1,486,14.20,85.80,21.08,9.31,22.79,26.47,20.34,,,,,,,EXG,3
2460,35022,Bécherel,690,1211.00,f,2017,2010_2020,PRESIDENTIELLE,2,486,17.90,82.10,0.00,0.00,72.67,0.00,27.33,,,,,,,CTR,2
2461,35022,Bécherel,690,1211.00,f,2022,post_2020,PRESIDENTIELLE,1,533,19.89,80.11,4.34,7.71,25.78,33.73,28.43,,,,,,,EXG,3
2462,35022,Bécherel,690,1211.00,f,2022,post_2020,PRESIDENTIELLE,2,532,22.18,77.82,0.00,0.00,62.36,0.00,37.64,,,,,,,CTR,2
2463,35023,Bédée,,,t,2002,avant_2010,PRESIDENTIELLE,2,2491,17.10,82.90,87.23,0.00,0.00,0.00,12.77,,,,,,,DRT,0
2464,35023,Bédée,,,t,2007,avant_2010,PRESIDENTIELLE,1,2846,11.42,88.58,28.89,26.65,24.37,7.80,8.96,,,,,,,DRT,0
2465,35023,Bédée,,,t,2012,2010_2020,PRESIDENTIELLE,1,2998,13.91,86.09,26.94,30.99,11.68,11.56,16.36,,,,,,,GCH,1
2466,35023,Bédée,,,t,2017,2010_2020,PRESIDENTIELLE,1,3100,14.42,85.58,17.37,8.07,33.00,20.90,20.47,,,,,,,CTR,2
2467,35023,Bédée,,,t,2017,2010_2020,PRESIDENTIELLE,2,3100,18.26,81.74,0.00,0.00,75.71,0.00,24.29,,,,,,,CTR,2
2468,35023,Bédée,,,t,2022,post_2020,PRESIDENTIELLE,1,3380,18.20,81.80,4.02,8.59,39.69,23.79,23.90,,,,,,,CTR,2
2469,35023,Bédée,,,t,2022,post_2020,PRESIDENTIELLE,2,3381,17.48,82.52,0.00,0.00,69.89,0.00,30.11,,,,,,,CTR,2
2470,35024,Betton,12695,475.00,f,2002,avant_2010,PRESIDENTIELLE,2,6278,13.79,86.21,94.06,0.00,0.00,0.00,5.94,,,,,,,DRT,0
2471,35024,Betton,12695,475.00,f,2007,avant_2010,PRESIDENTIELLE,1,7133,8.58,91.42,23.21,35.03,27.13,6.62,4.31,,,,,,,GCH,1
2472,35024,Betton,12695,475.00,f,2012,2010_2020,PRESIDENTIELLE,1,8016,12.15,87.85,21.90,38.57,12.68,12.90,8.93,,,,,,,GCH,1
2473,35024,Betton,12695,475.00,f,2017,2010_2020,PRESIDENTIELLE,1,8839,11.99,88.01,15.34,12.11,38.03,22.90,11.43,,,,,,,CTR,2
2474,35024,Betton,12695,475.00,f,2017,2010_2020,PRESIDENTIELLE,2,8835,15.86,84.14,0.00,0.00,87.73,0.00,12.27,,,,,,,CTR,2
2475,35024,Betton,12695,475.00,f,2022,post_2020,PRESIDENTIELLE,1,9479,18.30,81.70,3.80,13.63,39.39,27.76,15.42,,,,,,,CTR,2
2476,35024,Betton,12695,475.00,f,2022,post_2020,PRESIDENTIELLE,2,9485,18.90,81.10,0.00,0.00,80.92,0.00,19.08,,,,,,,CTR,2
2477,35025,Billé,,,t,2002,avant_2010,PRESIDENTIELLE,2,712,13.06,86.94,90.78,0.00,0.00,0.00,9.22,,,,,,,DRT,0
2478,35025,Billé,,,t,2007,avant_2010,PRESIDENTIELLE,1,745,8.86,91.14,34.50,15.81,27.96,6.08,12.01,,,,,,,DRT,0
2479,35025,Billé,,,t,2012,2010_2020,PRESIDENTIELLE,1,770,11.04,88.96,28.59,21.56,17.96,9.43,19.31,,,,,,,DRT,0
2480,35025,Billé,,,t,2017,2010_2020,PRESIDENTIELLE,1,763,12.58,87.42,21.97,5.99,28.26,17.05,26.57,,,,,,,CTR,2
2481,35025,Billé,,,t,2017,2010_2020,PRESIDENTIELLE,2,763,14.94,85.06,0.00,0.00,70.98,0.00,29.02,,,,,,,CTR,2
2482,35025,Billé,,,t,2022,post_2020,PRESIDENTIELLE,1,810,21.36,78.64,5.00,7.42,41.45,14.52,31.61,,,,,,,CTR,2
2483,35025,Billé,,,t,2022,post_2020,PRESIDENTIELLE,2,812,19.70,80.30,0.00,0.00,64.23,0.00,35.77,,,,,,,CTR,2
2484,35026,Bléruais,,,f,2002,avant_2010,PRESIDENTIELLE,2,55,12.73,87.27,85.11,0.00,0.00,0.00,14.89,,,,,,,DRT,0
2485,35026,Bléruais,,,f,2007,avant_2010,PRESIDENTIELLE,1,71,8.45,91.55,23.81,19.05,34.92,6.35,12.70,,,,,,,CTR,2
